"country" "points" "price" "province" "variety" "winery"
"France" 84 14 "Provence" "Rosé" "Provence Rosé"
"Italy" 89 33 "Central Italy" "White Blend" "Il Feuduccio Di S. Maria D'Orni"
"Italy" 90 27 "Veneto" "Red Blend" "Tommasi"
"France" 89 54 "Rhône Valley" "Syrah" "Delas Frères"
"France" 89 10 "Rhône Valley" "Chardonnay" "Marrenon"
"Italy" 95 93 "Tuscany" "Red Blend" "Tenuta Sette Ponti"
"Italy" 95 140 "Tuscany" "Red Blend" "Castello del Terriccio"
"Italy" 95 100 "Tuscany" "Red Blend" "Tua Rita"
"Italy" 94 80 "Tuscany" "Red Blend" "Michele Satta"
"Italy" 94 60 "Tuscany" "Red Blend" "Mazzei"
"Italy" 94 99 "Tuscany" "Red Blend" "Mazzei"
"Italy" 94 130 "Tuscany" "Red Blend" "Tolaini"
"Italy" 94 85 "Tuscany" "Red Blend" "Tenuta Sette Ponti"
"Italy" 94 48 "Tuscany" "Red Blend" "Podere L'Aione"
"Italy" 94 100 "Tuscany" "Red Blend" "Campo alla Sughera"
"Italy" 94 104 "Tuscany" "Red Blend" "Agricola Querciabella"
"Italy" 94 200 "Tuscany" "Syrah" "Tua Rita"
"Italy" 93 112 "Tuscany" "Syrah" "Duemani"
"Italy" 93 88 "Tuscany" "Red Blend" "Argiano"
"Italy" 82 11 "Southern Italy" "Rosé" "Li Veli"
"Italy" 93 90 "Northeastern Italy" "Chardonnay" "Ferrari"
"France" 89 23 "Burgundy" "Chardonnay" "La Chablisienne"
"Italy" 89 21 "Southern Italy" "Red Blend" "Villa Matilde"
"France" 89 26 "Burgundy" "Chardonnay" "William Fèvre"
"France" 89 37 "Burgundy" "Chardonnay" "Domaine Laroche"
"France" 89 32 "Burgundy" "Chardonnay" "Domaine Vincent Dauvissat"
"Italy" 89 25 "Sicily & Sardinia" "White Blend" "Tasca d'Almerita"
"France" 84 15 "Provence" "Rosé" "Vignerons de Correns"
"France" 83 15 "Provence" "Rosé" "Le Cercle des Vignerons de Saint-Louis"
"France" 94 120 "Champagne" "Chardonnay" "De Sousa & Fils"
"France" 94 99 "Champagne" "Chardonnay" "Pol Roger"
"France" 94 150 "Champagne" "Chardonnay" "Taittinger"
"France" 94 206 "Champagne" "Chardonnay" "Deutz"
"France" 93 74 "Champagne" "Chardonnay" "Louis Roederer"
"Italy" 93 38 "Tuscany" "Syrah" "La Braccesca"
"Italy" 93 56 "Tuscany" "Red Blend" "Cabreo"
"Italy" 93 52 "Tuscany" "Red Blend" "Calbello"
"Italy" 93 54 "Tuscany" "Red Blend" "Castello di Nipozzano"
"Italy" 93 100 "Tuscany" "Red Blend" "Mazzei"
"Italy" 93 48 "Tuscany" "Red Blend" "Podere L'Aione"
"Italy" 93 70 "Tuscany" "Red Blend" "Poliziano"
"Italy" 93 81 "Tuscany" "Red Blend" "Castello Banfi"
"Italy" 93 180 "Tuscany" "Red Blend" "Castello del Terriccio"
"Italy" 93 60 "Tuscany" "Syrah" "Fattoria Terre del Marchesato"
"Italy" 93 88 "Tuscany" "Red Blend" "Argiano"
"Italy" 93 138 "Tuscany" "Red Blend" "Jacopo Biondi-Santi"
"France" 89 18 "Loire Valley" "Sparkling Blend" "Domaine des Baumard"
"France" 92 70 "Champagne" "Chardonnay" "De Sousa & Fils"
"Italy" 89 19 "Southern Italy" "Red Blend" "Mustilli"
"France" 89 40 "Burgundy" "Chardonnay" "Domaine Grossot"
"France" 89 28 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 89 29 "Burgundy" "Chardonnay" "Jean-Marc Brocard"
"France" 89 30 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"Italy" 88 16 "Central Italy" "Red Blend" "Boccadigabbia"
"Italy" 88 20 "Central Italy" "Red Blend" "Lamborghini"
"France" 93 55 "Champagne" "Chardonnay" "Pierre Gimonnet et Fils"
"France" 93 69 "Champagne" "Chardonnay" "Pascal Doquet"
"France" 93 225 "Champagne" "Chardonnay" "Salon"
"France" 93 28 "Languedoc-Roussillon" "Syrah" "Laurent Miquel"
"Italy" 89 26 "Lombardy" "Chardonnay" "Fratelli Berlucchi"
"Italy" 93 125 "Tuscany" "Red Blend" "Ca' Marcanda"
"Italy" 93 85 "Tuscany" "Red Blend" "Fattoria La Massa"
"Italy" 93 80 "Tuscany" "Red Blend" "Tenuta di Biserno"
"Italy" 93 35 "Tuscany" "Red Blend" "Pratesi"
"Italy" 92 35 "Tuscany" "Red Blend" "Castello Banfi"
"Italy" 92 80 "Tuscany" "Red Blend" "Castello del Terriccio"
"Italy" 92 80 "Tuscany" "Red Blend" "Marchesi Antinori"
"Italy" 92 70 "Tuscany" "Red Blend" "Tenuta di Biserno"
"Italy" 92 55 "Tuscany" "Red Blend" "Tenuta I Greppi"
"Italy" 92 55 "Tuscany" "Red Blend" "Tenuta Sette Ponti"
"Italy" 92 45 "Tuscany" "Red Blend" "Tenuta Sette Ponti"
"Italy" 92 49 "Tuscany" "Red Blend" "Viticcio"
"Italy" 92 155 "Tuscany" "Red Blend" "Avignonesi-Capannelle"
"Italy" 92 60 "Tuscany" "Red Blend" "Mazzei"
"Italy" 92 40 "Tuscany" "Red Blend" "Poggio al Tesoro"
"Italy" 88 14 "Piedmont" "Red Blend" "Taliano"
"France" 88 28 "Burgundy" "Chardonnay" "La Chablisienne"
"Italy" 88 25 "Sicily & Sardinia" "White Blend" "Valle dell'Acate"
"France" 92 120 "Champagne" "Chardonnay" "De Sousa & Fils"
"France" 92 55 "Champagne" "Chardonnay" "Pierre Gimonnet et Fils"
"France" 92 70 "Champagne" "Chardonnay" "Larmandier-Bernier"
"France" 92 70 "Champagne" "Chardonnay" "Larmandier-Bernier"
"Italy" 89 52 "Piedmont" "Red Blend" "Dessilani"
"Italy" 88 40 "Piedmont" "Red Blend" "Dessilani"
"Italy" 88 92 "Lombardy" "Sparkling Blend" "Ca' del Bosco"
"Italy" 92 50 "Tuscany" "Red Blend" "Tenuta San Giorgio"
"Italy" 92 35 "Tuscany" "Red Blend" "Renieri"
"Italy" 92 49 "Tuscany" "Red Blend" "San Fabiano Calcinaia"
"Italy" 92 68 "Tuscany" "Red Blend" "Col d'Orcia"
"Italy" 92 35 "Tuscany" "Red Blend" "Il Borro"
"Italy" 92 90 "Tuscany" "Red Blend" "Montepeloso"
"Italy" 92 36 "Tuscany" "Red Blend" "Fuligni"
"Italy" 92 40 "Tuscany" "Red Blend" "Uccelliera"
"Italy" 92 55 "Tuscany" "Red Blend" "Podere Guado al Melo"
"Italy" 92 69 "Tuscany" "Red Blend" "Castello Banfi"
"Italy" 92 80 "Tuscany" "Red Blend" "Fattoria La Massa"
"France" 90 18 "Burgundy" "Sparkling Blend" "Léonce Bocquet"
"Italy" 90 23 "Veneto" "Sparkling Blend" "Villa Sandi"
"France" 88 27 "Burgundy" "Chardonnay" "Pascal Bouchard"
"France" 88 30 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 88 42 "Burgundy" "Chardonnay" "Domaine Grossot"
"France" 91 94 "Champagne" "Chardonnay" "Deutz"
"France" 91 65 "Champagne" "Chardonnay" "Philipponnat"
"Italy" 87 18 "Northeastern Italy" "White Blend" "Cantina Terlano"
"Italy" 87 18 "Central Italy" "White Blend" "Lungarotti"
"Italy" 87 16 "Veneto" "White Blend" "Monte del Frá"
"Italy" 92 75 "Northeastern Italy" "White Blend" "Livio Felluga"
"Italy" 92 60 "Tuscany" "Red Blend" "Tenuta di Ghizzano"
"Italy" 92 35 "Tuscany" "Red Blend" "Tenuta Sette Ponti"
"Italy" 92 49 "Tuscany" "Red Blend" "Barone Ricasoli"
"Italy" 92 96 "Tuscany" "Red Blend" "Boscarelli"
"Italy" 92 55 "Tuscany" "Red Blend" "Caiarossa"
"Italy" 92 70 "Tuscany" "Red Blend" "Ruffino"
"Italy" 91 50 "Tuscany" "Red Blend" "Barone Ricasoli"
"Italy" 91 80 "Tuscany" "Red Blend" "Tenuta Argentiera"
"Italy" 91 52 "Tuscany" "Red Blend" "Calbello"
"Italy" 91 35 "Tuscany" "Red Blend" "Castello di Gabbiano"
"Italy" 91 100 "Tuscany" "Red Blend" "Agricola Querciabella"
"Italy" 88 27 "Veneto" "Red Blend" "Moletto"
"France" 88 28 "Rhône Valley" "Syrah" "Domaine Philippe Faury"
"Italy" 93 90 "Northeastern Italy" "Chardonnay" "Ferrari"
"Italy" 92 95 "Lombardy" "Chardonnay" "La Valle"
"France" 90 50 "Champagne" "Chardonnay" "Agrapart & Fils"
"Italy" 92 34 "Northeastern Italy" "White Blend" "Bressan"
"Italy" 87 36 "Veneto" "White Blend" "Masottina"
"Italy" 87 16 "Northeastern Italy" "White Blend" "Pighin"
"Italy" 87 18 "Northeastern Italy" "Chardonnay" "Cantina Terlano"
"Italy" 91 100 "Tuscany" "Red Blend" "Petra"
"Italy" 91 26 "Tuscany" "Red Blend" "Podere Guado al Melo"
"Italy" 91 50 "Tuscany" "Red Blend" "Giorgio Meletti Cavallari"
"Italy" 91 40 "Tuscany" "Syrah" "Renieri"
"Italy" 91 69 "Tuscany" "Red Blend" "Terrabianca"
"Italy" 91 35 "Tuscany" "Red Blend" "Le Macchiole"
"Italy" 91 76 "Tuscany" "Red Blend" "Poggio Antico"
"Italy" 91 49 "Tuscany" "Red Blend" "Castello di Poppiano"
"France" 88 13 "Rhône Valley" "White Blend" "Domaine de la Petite Cassagne"
"Italy" 88 28 "Lombardy" "Sparkling Blend" "Fratelli Berlucchi"
"Italy" 92 55 "Lombardy" "Sparkling Blend" "Monte Rossa"
"Italy" 92 52 "Lombardy" "Sparkling Blend" "La Montina"
"Italy" 92 60 "Northeastern Italy" "Sparkling Blend" "Ferrari"
"Italy" 89 34 "Northeastern Italy" "Sparkling Blend" "Ferrari"
"France" 87 28 "Burgundy" "Chardonnay" "Domaine Vincent Dauvissat"
"Italy" 87 16 "Sicily & Sardinia" "White Blend" "Principi di Spadafora"
"France" 90 74 "Champagne" "Chardonnay" "Louis Roederer"
"France" 90 55 "Champagne" "Chardonnay" "Pierre Gimonnet et Fils"
"Italy" 91 82 "Northeastern Italy" "Chardonnay" "Jermann"
"Italy" 91 39 "Northeastern Italy" "White Blend" "La Tunella"
"Italy" 91 43 "Northeastern Italy" "Chardonnay" "Alois Lageder"
"Italy" 87 19 "Central Italy" "Red Blend" "Lungarotti"
"Italy" 87 19 "Central Italy" "Red Blend" "Castello Monte Vibiano Vecchio"
"Italy" 91 52 "Tuscany" "Syrah" "Isole e Olena"
"Italy" 91 40 "Tuscany" "Red Blend" "Tenuta di Ghizzano"
"Italy" 91 26 "Tuscany" "Red Blend" "La Regola"
"Italy" 91 32 "Tuscany" "Red Blend" "Donatella Cinelli Colombini"
"Italy" 91 32 "Tuscany" "Red Blend" "Fattoria Sorbaiano"
"Italy" 91 60 "Tuscany" "Red Blend" "Castello di Bolgheri"
"Italy" 91 55 "Tuscany" "Red Blend" "Castello di Bossi"
"Italy" 91 36 "Tuscany" "Syrah" "Castello Banfi"
"Italy" 91 53 "Tuscany" "Red Blend" "Rocca delle Macìe"
"Italy" 91 34 "Tuscany" "Red Blend" "Tenuta Sette Ponti"
"Italy" 91 90 "Tuscany" "Red Blend" "Poggio Mandorlo"
"Italy" 91 60 "Tuscany" "Red Blend" "Poggio Verrano"
"Italy" 90 210 "Tuscany" "Syrah" "Le Macchiole"
"Italy" 91 39 "Lombardy" "Sparkling Blend" "Contadi Castaldi"
"Italy" 91 42 "Northeastern Italy" "Chardonnay" "Rotari"
"Italy" 91 51 "Lombardy" "Sparkling Blend" "Quadra"
"Italy" 91 36 "Lombardy" "Chardonnay" "La Valle"
"Italy" 91 32 "Northeastern Italy" "Chardonnay" "Ferrari"
"Italy" 88 17 "Veneto" "Sparkling Blend" "Mionetto"
"France" 87 20 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 86 17 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 89 95 "Champagne" "Chardonnay" "Charles Heidsieck"
"France" 89 21 "Burgundy" "Chardonnay" "Faiveley"
"Italy" 90 35 "Northeastern Italy" "White Blend" "La Roncaia"
"Italy" 86 22 "Northeastern Italy" "Chardonnay" "Santa Margherita"
"Italy" 86 14 "Northeastern Italy" "White Blend" "Girlan"
"Italy" 86 11 "Northeastern Italy" "Chardonnay" "La Vis"
"Italy" 90 20 "Tuscany" "Red Blend" "Tenuta San Vito"
"Italy" 90 48 "Tuscany" "Red Blend" "Rocca delle Macìe"
"Italy" 90 50 "Tuscany" "Red Blend" "Morisfarms"
"Italy" 90 45 "Tuscany" "Red Blend" "Podere Sapaio"
"Italy" 90 60 "Tuscany" "Red Blend" "Poggio Mandorlo"
"Italy" 90 40 "Tuscany" "Red Blend" "Tolaini"
"Italy" 90 41 "Tuscany" "Red Blend" "Terrabianca"
"Italy" 90 45 "Tuscany" "Red Blend" "Rocca di Frassinello"
"Italy" 90 50 "Tuscany" "Red Blend" "Russo"
"Italy" 87 62 "Veneto" "Red Blend" "Masottina"
"Italy" 91 60 "Northeastern Italy" "Sparkling Blend" "Methius"
"Italy" 91 47 "Lombardy" "Chardonnay" "Quadra"
"France" 86 24 "Burgundy" "Chardonnay" "Pascal Bouchard"
"France" 86 22 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"Italy" 86 29 "Sicily & Sardinia" "White Blend" "Abbazia Santa Anastasia"
"France" 89 63 "Champagne" "Chardonnay" "Pascal Doquet"
"France" 89 66 "Champagne" "Chardonnay" "Bruno Paillard"
"France" 89 74 "Champagne" "Chardonnay" "Delamotte"
"France" 90 46 "Languedoc-Roussillon" "Syrah" "Château Maris"
"Italy" 90 45 "Northeastern Italy" "White Blend" "Lis Neris"
"Italy" 90 50 "Northeastern Italy" "White Blend" "Livon"
"Italy" 86 21 "Central Italy" "Red Blend" "Bucci"
"Italy" 86 16 "Northeastern Italy" "Rosé" "Cantina Terlano"
"Italy" 86 12 "Veneto" "White Blend" "Aldegheri"
"Italy" 90 50 "Tuscany" "Red Blend" "Castello di Querceto"
"Italy" 90 35 "Tuscany" "Red Blend" "Fattoria di Magliano"
"Italy" 90 25 "Tuscany" "Red Blend" "Luce della Vite"
"Italy" 90 50 "Tuscany" "Red Blend" "Marchesi de' Frescobaldi"
"Italy" 90 60 "Tuscany" "Red Blend" "Guicciardini Strozzi"
"Italy" 90 60 "Tuscany" "Red Blend" "Poggio Argentiera"
"Italy" 90 25 "Tuscany" "Red Blend" "Ruffino"
"Italy" 90 55 "Tuscany" "Syrah" "Máté"
"Italy" 90 24 "Tuscany" "Syrah" "Castello di Poppiano"
"Italy" 90 32 "Tuscany" "Red Blend" "Collemassari"
"Italy" 90 25 "Tuscany" "Red Blend" "Donatella Cinelli Colombini"
"Italy" 90 30 "Tuscany" "Red Blend" "Fattoria Poggio Capponi"
"Italy" 90 49 "Tuscany" "Red Blend" "Barone Ricasoli"
"Italy" 87 47 "Lombardy" "Sparkling Blend" "Majolini"
"Italy" 87 17 "Sicily & Sardinia" "Rosé" "Tenuta delle Terre Nere"
"France" 87 12 "Rhône Valley" "White Blend" "Vignobles Boudinaud"
"Italy" 90 35 "Lombardy" "Chardonnay" "Antica Fratta"
"Italy" 90 40 "Lombardy" "Chardonnay" "Fratelli Muratori"
"Italy" 90 39 "Lombardy" "Chardonnay" "La Valle"
"Italy" 90 40 "Lombardy" "Sparkling Blend" "Lantieri de Paratico"
"Italy" 90 25 "Lombardy" "Sparkling Blend" "Montenisa"
"Italy" 90 38 "Lombardy" "Chardonnay" "Monte Rossa"
"France" 86 15 "Loire Valley" "White Blend" "Château de Montguéret"
"France" 86 12 "Loire Valley" "Red Blend" "Château Gaillard"
"France" 87 15 "France Other" "Sparkling Blend" "Louis Bouillot"
"France" 86 20 "Burgundy" "Chardonnay" "Laroche"
"France" 88 50 "Champagne" "Chardonnay" "Pierre Gimonnet et Fils"
"France" 88 24 "Burgundy" "Chardonnay" "Faiveley"
"France" 88 93 "Champagne" "Chardonnay" "Agrapart & Fils"
"Italy" 90 77 "Northeastern Italy" "White Blend" "Jermann"
"Italy" 90 55 "Northeastern Italy" "White Blend" "Le Due Terre"
"France" 85 140 "Champagne" "Chardonnay" "Vranken"
"Italy" 90 40 "Tuscany" "Red Blend" "Guicciardini Strozzi"
"Italy" 90 19 "Tuscany" "Red Blend" "Tua Rita"
"Italy" 90 55 "Tuscany" "Red Blend" "Sant Agnese dei F.lli Gigli"
"Italy" 90 155 "Tuscany" "Red Blend" "Avignonesi-Capannelle"
"Italy" 90 44 "Tuscany" "Red Blend" "Campo alla Sughera"
"Italy" 90 45 "Tuscany" "Red Blend" "Guicciardini Strozzi"
"Italy" 90 78 "Tuscany" "Red Blend" "Poggio Antico"
"Italy" 90 40 "Tuscany" "Red Blend" "San Luciano"
"France" 87 16 "Burgundy" "Sparkling Blend" "Jaillance"
"Italy" 90 30 "Northeastern Italy" "Sparkling Blend" "Ferrari"
"France" 86 22 "Loire Valley" "Sparkling Blend" "Château Gaillard"
"Italy" 85 18 "Southern Italy" "White Blend" "Borgo di Colloredo"
"Italy" 85 17 "Sicily & Sardinia" "White Blend" "Ceuso"
"Italy" 85 42 "Sicily & Sardinia" "White Blend" "Abbazia Santa Anastasia"
"France" 88 65 "Champagne" "Chardonnay" "Lilbert-Fils"
"France" 88 79 "Champagne" "Chardonnay" "Delamotte"
"France" 87 44 "Champagne" "Chardonnay" "Jacquart"
"Italy" 90 49 "Northeastern Italy" "White Blend" "Eugenio Collavini"
"Italy" 90 35 "Northeastern Italy" "White Blend" "Attems"
"Italy" 90 60 "Northeastern Italy" "White Blend" "Vie di Romans"
"Italy" 90 31 "Northeastern Italy" "White Blend" "La Tunella"
"Italy" 89 40 "Tuscany" "Red Blend" "Cipriana"
"Italy" 89 55 "Tuscany" "Red Blend" "Terra d'Arcoiris"
"Italy" 89 89 "Tuscany" "Red Blend" "Terralsole"
"Italy" 89 59 "Tuscany" "Red Blend" "Poggio Argentiera"
"Italy" 89 60 "Tuscany" "Red Blend" "Castello di Meleto"
"Italy" 89 40 "Tuscany" "Red Blend" "Ambrosini Lorella"
"Italy" 87 12 "Tuscany" "White Blend" "Carpineto"
"France" 86 15 "France Other" "Sparkling Blend" "Bouvet-Ladubay"
"Italy" 90 24 "Northeastern Italy" "Chardonnay" "Ferrari"
"Italy" 90 30 "Lombardy" "Sparkling Blend" "Quadra"
"Italy" 90 22 "Lombardy" "Sparkling Blend" "Le Marchesine"
"Italy" 90 39 "Lombardy" "Chardonnay" "Contadi Castaldi"
"France" 84 25 "Burgundy" "Chardonnay" "Domaine Grossot"
"France" 87 50 "Champagne" "Chardonnay" "Moutard Père et Fils"
"Italy" 89 34 "Northeastern Italy" "White Blend" "Jermann"
"France" 89 10 "Languedoc-Roussillon" "Syrah" "Hecht & Bannier"
"Italy" 89 40 "Tuscany" "Red Blend" "Donna Olimpia 1898"
"Italy" 89 40 "Tuscany" "Red Blend" "Giovanni Chiappini"
"Italy" 89 35 "Tuscany" "Red Blend" "Tenuta di Ghizzano"
"Italy" 89 35 "Tuscany" "Red Blend" "Donatella Cinelli Colombini"
"Italy" 89 39 "Tuscany" "Red Blend" "Argiano"
"Italy" 89 40 "Tuscany" "Red Blend" "Ceralti"
"France" 84 80 "Champagne" "Chardonnay" "J. de Telmont"
"Italy" 84 13 "Central Italy" "White Blend" "Tenuta di Pietra Porzia"
"Italy" 90 39 "Lombardy" "Sparkling Blend" "Contadi Castaldi"
"Italy" 90 33 "Lombardy" "Sparkling Blend" "Contadi Castaldi"
"France" 87 60 "Champagne" "Chardonnay" "Pannier"
"Italy" 89 30 "Northeastern Italy" "White Blend" "Vidussi"
"Italy" 89 60 "Tuscany" "Red Blend" "Castello della Paneretta"
"Italy" 89 69 "Tuscany" "Red Blend" "Rocca di Frassinello"
"Italy" 89 50 "Tuscany" "Red Blend" "Michele Satta"
"Italy" 88 18 "Tuscany" "Red Blend" "Agricola Querciabella"
"Italy" 88 50 "Tuscany" "Red Blend" "Castello di Monastero"
"Italy" 88 12 "Tuscany" "Red Blend" "Villa Pillo"
"Italy" 88 40 "Tuscany" "Red Blend" "Pagani de Marchi"
"France" 86 13 "Rhône Valley" "White Blend" "Château Grande Cassagne"
"Italy" 86 12 "Veneto" "Red Blend" "Tenuta Santomè"
"Italy" 89 35 "Lombardy" "Sparkling Blend" "Tenuta Montedelma di Berardi"
"Italy" 89 40 "Lombardy" "Chardonnay" "Fratelli Muratori"
"Italy" 89 40 "Lombardy" "Chardonnay" "Bersi Serlini"
"Italy" 83 18 "Southern Italy" "Red Blend" "Borgo di Colloredo"
"Italy" 89 44 "Northeastern Italy" "White Blend" "Scubla"
"France" 88 27 "Languedoc-Roussillon" "Syrah" "Château Maris"
"France" 84 10 "Languedoc-Roussillon" "Syrah" "Hecht & Bannier"
"Italy" 88 37 "Tuscany" "Red Blend" "La Fortuna"
"Italy" 88 50 "Tuscany" "Red Blend" "Campo al Mare"
"Italy" 88 55 "Tuscany" "Red Blend" "Fattoria Nittardi"
"Italy" 88 45 "Tuscany" "Red Blend" "Il Poggione"
"Italy" 88 21 "Tuscany" "Red Blend" "Mazzei"
"Italy" 93 68 "Tuscany" "Red Blend" "Cupano"
"France" 85 8 "France Other" "Sparkling Blend" "Grandin"
"Italy" 89 28 "Lombardy" "Sparkling Blend" "Monte Rossa"
"Italy" 89 41 "Lombardy" "Chardonnay" "Majolini"
"Italy" 89 14 "Northeastern Italy" "Sparkling Blend" "Rotari"
"Italy" 89 14 "Northeastern Italy" "Sparkling Blend" "Rotari"
"France" 84 10 "Loire Valley" "Chardonnay" "Remy-Pannier"
"Italy" 88 17 "Northeastern Italy" "Chardonnay" "Borgo Conventi"
"Italy" 88 32 "Northeastern Italy" "White Blend" "Torre Rosazza"
"Italy" 88 20 "Northeastern Italy" "Chardonnay" "Petrussa"
"France" 83 10 "Languedoc-Roussillon" "Rosé" "Bieler Père et Fils"
"France" 86 15 "Burgundy" "Chardonnay" "Faiveley"
"Italy" 88 17 "Tuscany" "Red Blend" "Tenuta di Burchino"
"Italy" 88 24 "Tuscany" "Red Blend" "Collosorbo"
"Italy" 88 25 "Tuscany" "Red Blend" "Erik Banti"
"Italy" 86 10 "Sicily & Sardinia" "White Blend" "Tasca d'Almerita"
"France" 86 34 "Rhône Valley" "Syrah" "Paul Jaboulet Aîné"
"Italy" 89 45 "Lombardy" "Sparkling Blend" "Antica Fratta"
"Italy" 89 38 "Lombardy" "Chardonnay" "Antica Fratta"
"Italy" 89 34 "Lombardy" "Sparkling Blend" "La Valle"
"Italy" 89 30 "Lombardy" "Sparkling Blend" "Lantieri de Paratico"
"France" 82 12 "Languedoc-Roussillon" "Rosé" "Domaine de Camparine"
"Italy" 88 60 "Northeastern Italy" "Chardonnay" "Villa Russiz"
"Italy" 88 44 "Northeastern Italy" "White Blend" "Ronchi di Cialla"
"Italy" 88 30 "Tuscany" "Red Blend" "Machiavelli"
"Italy" 88 20 "Tuscany" "Red Blend" "Il Borro"
"Italy" 88 25 "Tuscany" "Red Blend" "Marchesi de' Frescobaldi"
"Italy" 88 30 "Tuscany" "Red Blend" "Campomaggio"
"Italy" 88 20 "Tuscany" "Red Blend" "Erik Banti"
"Italy" 88 38 "Tuscany" "Red Blend" "Grattamacco"
"Italy" 88 17 "Tuscany" "Red Blend" "Rocca delle Macìe"
"Italy" 89 43 "Lombardy" "Sparkling Blend" "Quadra"
"Italy" 88 36 "Lombardy" "Sparkling Blend" "La Valle"
"Italy" 88 30 "Northeastern Italy" "Chardonnay" "Girolamo Dorigo"
"France" 88 16 "Languedoc-Roussillon" "Rosé" "Domaine de Nizas"
"France" 95 80 "Champagne" "Chardonnay" "Larmandier-Bernier"
"France" 94 62 "Champagne" "Chardonnay" "Larmandier-Bernier"
"Italy" 87 28 "Tuscany" "Red Blend" "Tenuta Argentiera"
"Italy" 87 15 "Tuscany" "Red Blend" "San Fabiano Calcinaia"
"Italy" 87 19 "Tuscany" "Red Blend" "San Luciano"
"Italy" 87 15 "Tuscany" "Red Blend" "Il Colombaio di Santachiara"
"Italy" 87 30 "Tuscany" "Red Blend" "Poggio alle Querce"
"Italy" 87 10 "Tuscany" "Red Blend" "Villa Pillo"
"Italy" 87 11 "Tuscany" "Red Blend" "Villa Pillo"
"Italy" 87 60 "Tuscany" "Red Blend" "Tenuta San Guido"
"France" 84 15 "Burgundy" "Sparkling Blend" "Louis Bouillot"
"France" 84 9 "France Other" "Sparkling Blend" "Marquis de la Tour"
"Italy" 88 32 "Lombardy" "Sparkling Blend" "Majolini"
"Italy" 88 45 "Lombardy" "Sparkling Blend" "Lantieri de Paratico"
"Italy" 88 30 "Northeastern Italy" "Chardonnay" "Lis Neris"
"Italy" 88 25 "Northeastern Italy" "White Blend" "Guerra Albano"
"Italy" 88 49 "Northeastern Italy" "White Blend" "Conte d'Attimis-Maniago"
"Italy" 88 65 "Northeastern Italy" "White Blend" "Podversic Damijan"
"France" 94 61 "Champagne" "Chardonnay" "Pascal Doquet"
"France" 93 180 "Champagne" "Chardonnay" "Ruinart"
"France" 93 120 "Champagne" "Chardonnay" "Agrapart & Fils"
"France" 93 75 "Champagne" "Chardonnay" "Pierre Moncuit"
"France" 92 46 "Champagne" "Chardonnay" "Pierre Moncuit"
"Italy" 93 38 "Sicily & Sardinia" "Red Blend" "Benanti"
"Italy" 93 80 "Sicily & Sardinia" "Syrah" "Principi di Spadafora"
"Italy" 92 60 "Sicily & Sardinia" "Red Blend" "Donnafugata"
"Italy" 92 42 "Sicily & Sardinia" "Syrah" "Principi di Spadafora"
"Italy" 87 16 "Tuscany" "Red Blend" "Erik Banti"
"Italy" 87 18 "Tuscany" "Red Blend" "Jacopo Biondi-Santi"
"Italy" 87 20 "Tuscany" "Red Blend" "Kirkland Signature"
"Italy" 87 25 "Tuscany" "Red Blend" "Rocca di Frassinello"
